Siedlungsnr;Stelle;Positionsnr;Individualnr;Formblattnr;Rohmat1;Rohmat2;Rohmat_Farbe;Oberfl_art_Spaltfl;Strukturen_Material;Rinde;Nat_Fl;Nat_Fl_Abroll;Therm_Art;Therm_Zeit;Erhaltung_Rechteck;Länge;Breite;Dicke;Gewicht;Mod_Erhaltung;Grundform;Erhaltung_Schlagr;Schlagr_Verlauf;Schlagflrest_Länge;Schlagflrest_Breite;Schlagflrest_Erhaltung;Schlagflrest_Art;Schlagflrest_Schlagaugen;Rinde_natSprungfl;Negat_Bulbusnegat_Dorsal;Negat_Dorsal;Dorsalflpräp;Präpgrat_Verlauf;Distal_Zustand;Schlagm_Ventral;Dorsalflneg_Abbaur;Mod_Art_1;Mod_Art_2;Mod_Art_3;Mod_Art_4;Mod_Art_5;Mod_Art_6;Mod_Reihe_1;Mod_Reihe_2;Mod_Reihe_3;igerm1
AE;4006;017;001;01;03;06;11;2;0;0;0;0;0;0;6;30;19;4;1,9;3;1;8;7;999;999;0;0;0;0;0;1;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4219;007;001;01;06;05;03;2;7;0;0;0;0;0;2;28;18;6;3,6;0;2;4;3;999;999;0;0;0;0;0;3;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4219;017;001;01;06;05;03;2;1;0;0;0;0;0;6;18;14;4;1,2;0;2;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4219;017;002;01;05;;02;2;6;4;5;2;0;0;6;18;10;3;0,7;0;1;8;7;999;999;0;0;0;4;0;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4219;017;003;01;05;06;02;2;0;0;2;2;0;0;2;14;10;3;0,4;0;1;6;3;7;3;1;1;2;1;0;99;0;0;0;1;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4219;017;004;01;05;06;02;3;3;0;0;0;8;0;6;20;17;6;1,8;0;2;8;6;999;999;0;0;0;0;0;99;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4219;017;005;01;11;;16;4;8;0;5;3;4;4;6;21;14;4;0,7;2;1;8;7;999;999;0;0;0;4;0;98;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4219;017;006;01;05;06;02;3;2;0;1;2;0;0;2;28;15;4;1,7;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4219;017;007;01;05;06;02;3;2;0;1;2;0;0;2;35;14;5;1,5;0;4;9;7;999;999;0;0;0;1;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ; ; ; ;24
AE;4219;017;008;01;05;06;02;3;2;0;1;2;0;0;2;20;14;5;1,5;3;1;4;3;999;999;0;0;0;2;0;99;0;0;0;0;2;09;  ;  ;  ;  ;  ;0; ; ;11
AE;4219;021;001;01;05;06;01;3;3;0;0;0;0;0;6;30;22;6;5,1;2;2;8;3;999;999;0;0;0;0;0;2;0;0;0;0;1;05;06;06;31;  ;  ;0; ; ;07
AE;4219;021;002;01;11;;16;4;8;0;5;3;4;2;9;12;7;3;0,2;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4219;021;003;01;06;05;03;2;0;0;0;0;0;0;6;13;6;2;0,2;0;1;8;7;999;999;0;0;0;0;0;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4221;013;001;01;11;;16;4;0;0;0;0;8;5;3;24;19;6;2,5;4;2;8;1;999;999;0;0;0;0;0;99;0;0;0;0;1;31;10;  ;  ;  ;  ;0; ; ;22
AE;4221;013;002;01;05;06;02;2;3;0;0;0;0;0;3;16;12;4;0,5;0;1;3;6;999;999;0;0;0;0;99;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4221;027;001;01;06;05;03;1;4;0;0;0;0;0;1;24;19;6;2,5;0;1;1;1;7;3;1;1;2;0;99;99;0;0;2;3;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4221;027;002;01;06;05;03;2;0;0;0;2;0;0;9;15;14;3;0,7;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4222;013;001;01;06;05;03;1;2;0;0;0;0;0;1;29;20;20;12,9;0;3; ; ;NA;NA; ; ; ;0;NA;NA; ; ; ; ; ;  ;  ;  ;  ;  ;  ; ; ; ;23
AE;4222;030;001;01;01;;03;3;2;4;0;2;0;0;6;23;20;6;3;0;2;6;3;13;4;1;6;2;1;0;2;0;0;0;5;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4225;008;001;01;05;06;02;3;3;0;0;0;0;0;6;30;13;6;2,6;3;2;8;4;999;999;0;0;0;0;0;2;8;6;0;0;1;04;06;  ;  ;  ;  ;0; ; ;08
AE;4225;023;001;01;11;;16;4;8;0;5;3;7;4;6;21;20;6;2,8;4;2;8;7;999;999;0;0;0;4;0;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4658;006;001;01;03;06;03;2;7;0;0;0;0;0;6;42;20;5;6,2;3;2;8;3;999;999;0;0;0;0;0;4;0;0;0;0;1;06;06;05;  ;  ;  ;0; ; ;07
AE;4658;012;001;01;05;06;02;2;2;0;5;2;0;0;2;32;28;11;8,6;0;1;2;4;14;7;1;3;2;4;99;99;0;0;0;1;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;002;01;03;05;04;2;3;4;0;2;0;0;1;38;32;12;9,7;0;1;1;3;14;5;1;1;2;2;0;99;8;6;2;4;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;003;01;05;01;03;2;2;4;0;2;0;0;6;33;27;6;5,5;0;1;4;3;999;999;0;0;0;2;99;0;0;0;0;0;7;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;004;01;05;06;02;2;2;0;0;0;0;0;3;25;20;8;3,9;0;1;2;2;11;5;5;1;2;0;1;0;0;0;0;3;7;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;005;01;06;05;03;1;2;0;1;2;0;0;1;32;23;5;2,8;0;1;1;3;15;5;1;1;2;1;98;98;0;0;0;7;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;006;01;05;06;02;2;7;0;0;2;0;0;9;25;14;8;2,6;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4658;012;007;01;05;;03;2;2;4;0;2;0;0;6;22;15;3;1,2;0;1;8;7;999;999;0;0;0;1;0;99;0;0;0;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;008;01;06;05;03;1;6;0;5;3;0;0;2;18;16;3;0,9;0;1;4;3;999;999;0;0;0;4;0;99;0;0;0;0;3;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;009;01;05;06;02;2;0;0;0;0;0;0;9;21;11;5;1,1;0;4;9;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4658;012;010;01;05;;02;2;2;4;0;2;0;0;6;24;23;10;7,7;3;1;8;3;999;999;0;0;0;2;0;99;0;0;0;0;0;31;05;09;31;06;  ; ; ; ;07
AE;4658;012;011;01;05;;02;2;0;4;1;2;0;0;2;36;23;8;5,7;0;1;4;4;999;999;0;0;0;2;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;012;01;05;06;02;2;2;0;0;0;0;0;2;22;18;2;1,6;0;2;2;3;13;4;1;1;2;0;0;2;0;0;0;3;1;31;31;  ;  ;  ;  ;0; ; ;22
AE;4658;012;013;01;06;05;03;1;7;0;0;0;0;0;2;38;22;7;4,5;3;1;2;3;16;5;1;4;2;0;99;1;8;6;0;4;8;05;  ;  ;  ;  ;  ;0; ; ;07
AE;4658;025;001;01;06;;10;2;2;0;1;1;0;0;6;34;20;8;5,5;3;1;8;3;999;999;0;0;0;2;0;1;0;0;0;0;1;31;05;09;  ;  ;  ;2; ; ;07
AE;4658;053;001;01;06;05;03;1;2;0;0;0;0;0;1;18;15;5;0,9;0;1;1;4;6;5;1;4;2;0;0;99;0;0;1;1;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;053;002;01;06;05;03;2;0;0;0;0;0;0;2;18;16;2;0,5;0;1;3;3;999;999;0;0;0;0;0;99;0;0;1;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;053;003;01;05;;03;1;0;4;0;2;0;0;2;29;24;10;4,9;0;1;2;3;23;10;3;3;2;2;0;0;8;6;0;5;0;16;  ;  ;  ;  ;  ; ; ; ;21
AE;4658;053;004;01;05;06;02;2;2;0;1;2;0;0;6;29;27;11;8,2;0;1;6;6;16;10;1;4;2;1;1;1;0;0;0;4;1;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;053;006;01;05;06;02;2;2;0;1;2;0;0;9;28;27;16;14,9;3;3; ; ;NA;NA; ; ; ; ;NA;NA; ; ; ; ; ;09;16;  ;  ;  ;  ; ; ; ;11
AE;4658;061;001;01;06;05;10;2;0;0;2;2;0;0;1;24;14;5;1,1;0;1;1;3;14;6;1;1;2;2;99;98;0;0;1;7;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;061;002;01;06;05;04;1;0;0;2;2;0;0;6;20;16;4;1,6;0;1;7;2;999;999;0;0;0;3;0;0;0;0;2;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;061;003;01;11;;16;4;8;0;5;3;7;2;9;20;11;6;0,8;0;1;7;6;999;999;0;0;0;4;98;98;0;0;2;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4740;013;001;01;05;06;02;2;4;0;0;0;0;0;6;16;13;5;1;0;1;8;2;999;999;0;0;0;0;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4740;017;001;01;05;;03;2;2;4;5;2;0;0;9;34;22;18;9,9;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;24
AE;4740;108;001;01;05;06;02;2;4;0;0;0;0;0;2;44;16;8;5,8;0;2;4;4;999;999;0;0;0;0;0;3;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4740;108;002;01;05;06;02;2;2;0;1;2;0;0;2;48;14;5;3,6;0;2;4;4;999;999;0;0;0;1;0;3;0;0;0;0;1;31;31;31;  ;  ;  ;0; ; ;22
AE;4740;108;003;01;01;05;02;2;2;0;0;0;0;0;2;18;15;4;1;0;2;2;3;11;3;1;1;2;0;99;99;0;0;0;3;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4740;108;004;01;11;;16;1;0;2;2;1;0;0;9;16;11;7;1,4;0;5;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;25
AE;4740;130;001;01;06;05;03;1;4;0;0;0;0;0;3;25;21;7;3,5;0;1;2;5;16;5;1;1;2;0;98;98;0;0;0;1;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4740;130;002;01;06;05;02;1;0;0;0;0;0;0;1;21;18;5;1,7;0;1;1;1;15;4;1;6;2;0;0;99;0;0;2;4;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4740;130;003;01;05;06;02;2;2;4;0;3;0;0;9;44;42;41;103,6;3;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;15;  ;  ;  ;  ;  ;0; ; ;19
AE;4740;130;004;01;05;06;02;2;3;3;0;2;0;0;9;50;40;32;93,8;3;3;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;15;  ;  ;  ;  ;  ; ; ; ;19
AE;4740;132;001;01;05;06;02;2;7;0;0;0;0;0;1;43;31;8;8,9;0;1;1;6;17;6;1;3;2;0;99;2;8;6;2;3;3;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4747;007;001;01;06;05;04;2;3;0;0;0;0;0;9;42;22;11;10,2;0;4;9;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4747;016;001;01;05;06;02;2;7;0;0;0;0;0;2;40;22;6;5,5;0;2;3;4;999;999;0;0;0;0;0;3;0;0;1;0;1;31;31;31;  ;  ;  ;0; ; ;22
AE;4773;013;001;01;05;06;02;2;1;0;0;0;0;0;2;21;13;2;0,9;0;1;2;3;7;1;1;6;2;0;99;99;0;0;0;1;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4773;013;002;01;06;;02;2;0;3;2;1;0;0;3;24;17;6;2,5;0;1;3;6;999;999;0;0;0;3;0;0;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4773;013;003;01;11;;16;4;0;2;2;1;0;0;9;23;19;10;4;0;6;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;26
AE;4773;022;001;01;05;;02;2;3;4;0;2;0;0;6;33;28;7;4,3;0;1;7;3;999;999;0;0;0;1;0;1;0;0;1;0;1;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4773;022;002;01;06;05;03;1;0;0;0;0;0;0;6;16;11;5;1;0;2;7;1;999;999;0;0;0;0;0;99;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4773;040;001;01;03;06;03;2;2;0;0;0;0;0;6;35;25;7;6,5;3;2;6;3;7;3;1;1;2;0;0;3;0;0;0;3;1;31;04;31;09;  ;  ;2; ; ;08
AE;4773;046;001;01;11;;16;4;8;0;5;3;7;4;7;27;17;6;3,1;3;2;4;3;999;999;0;0;0;4;0;3;0;0;0;0;0;31;04;  ;  ;  ;  ;2; ; ;08
AE;4775;025;001;01;06;05;03;2;2;0;0;0;0;0;3;24;20;6;3,1;0;2;2;6;10;6;1;1;2;0;99;99;0;0;0;1;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4828;025;001;01;05;06;02;2;6;0;5;0;0;0;2;38;28;8;7,5;0;1;3;3;999;999;0;0;0;0;0;3;0;0;2;0;1;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4829;006;001;01;11;;16;4;8;0;5;3;7;2;6;26;19;4;2,6;0;2;8;3;999;999;0;0;0;4;0;2;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4830;006;001;01;05;06;02;2;2;0;0;0;0;0;1;32;15;5;2,3;0;2;1;4;12;4;1;1;1;0;1;0;3;1;1;4;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4878;033;001;01;03;06;10;2;0;0;0;0;0;0;2;25;17;4;1,8;0;2;4;3;999;999;0;0;0;0;0;2;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4893;053;001;01;06;05;10;2;3;0;0;0;0;0;6;28;16;4;1,4;3;2;8;4;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4893;057;001;01;06;05;10;2;3;0;0;0;0;0;6;34;15;5;2,1;2;2;8;4;999;999;0;0;0;0;0;2;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4904;017;001;01;05;;  ; ; ; ; ; ; ; ; ;999;999;999;999; ;7; ; ;NA;NA; ; ; ; ;NA;NA; ; ; ; ; ;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4904;033;001;01;05;06;02;2;3;0;0;0;0;0;6;36;17;6;2,9;2;2;8;4;999;999;0;0;0;0;0;2;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4904;034;001;01;10;;11;2;2;0;0;0;0;0;6;29;17;4;2;2;1;8;4;999;999;0;0;0;0;0;99;0;0;0;0;8;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4913;030;001;01;05;06;02;2;4;0;0;0;0;0;6;34;14;4;1,7;4;2;8;3;999;999;0;0;0;0;0;3;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4925;088;001;01;11;;16;4;0;2;2;1;0;0;9;17;9;5;0,7;0;5;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;25
AE;4929;054;001;01;05;06;02;2;6;0;0;0;0;0;6;27;18;5;1,7;3;1;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4950;021;001;01;06;05;03;1;1;0;0;0;0;0;2;30;17;2;1,1;0;1;2;3;5;2;1;1;2;0;0;2;0;0;0;3;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4953;015;001;01;11;;16;4;8;0;5;3;7;2;4;16;9;4;0,4;0;1;1;4;5;2;1;6;2;4;98;98;0;0;1;7;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4956;058;001;01;06;05;10;2;2;3;1;3;0;0;6;34;18;4;2,2;3;1;8;3;999;999;0;0;0;2;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4956;059;001;01;06;05;10;1;2;0;0;0;0;0;6;28;17;2;1,2;3;1;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4963;029;001;01;06;05;10;2;2;0;1;2;0;0;2;25;18;4;1,4;3;1;6;2;7;3;1;1;2;2;0;99;0;0;0;3;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4963;062;001;01;05;06;02;2;0;0;0;0;0;0;6;26;17;3;1,2;2;1;8;3;999;999;0;0;0;0;0;99;0;0;0;0;7;01;  ;  ;  ;  ;  ;0; ; ;01
AE;5156;010;001;01;06;05;03;1;6;0;0;0;0;0;2;36;18;6;3,2;0;2;4;4;999;999;0;0;0;0;0;3;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5156;028;001;01;10;02;02;3;0;0;0;0;0;0;6;57;20;8;6,8;0;2;7;4;999;999;0;0;0;0;0;1;2;1;1;0;1;31;  ;  ;  ;  ;  ; ; ; ;22
AE;5156;028;002;01;06;05;03;1;0;0;0;0;0;0;2;50;11;4;2,7;0;2;8;3;999;999;0;0;0;0;0;3;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5156;028;003;01;06;05;03;1;3;0;0;0;0;0;6;20;19;4;2,3;3;2;8;3;999;999;0;0;0;0;0;3;0;0;0;0;1;14;12;31;  ;  ;  ;2; ; ;04
AE;5156;028;004;01;05;;02;2;0;4;0;2;0;0;3;27;20;6;2,8;3;1;5;2;6;5;1;1;2;1;1;99;0;0;2;3;1;06;  ;  ;  ;  ;  ;0; ; ;09
AE;5156;028;005;01;11;;16;4;8;0;0;0;7;2;6;34;19;6;4;0;2;8;3;999;999;0;0;0;0;0;2;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5156;028;006;01;05;;02;2;3;4;1;2;0;0;1;35;27;9;6,8;0;1;1;4;5;4;1;1;2;1;2;0;0;0;3;3;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5156;028;007;01;06;05;03;2;6;0;0;0;0;0;2;29;25;7;4,8;0;2;2;2;13;7;1;4;2;0;0;1;0;0;0;3;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;5156;028;008;01;06;05;03;1;5;0;5;2;0;0;3;28;15;4;1,7;0;1;3;1;999;999;0;0;0;4;0;98;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5156;028;009;01;06;05;03;2;7;0;0;0;0;0;3;13;12;3;0,6;0;2;4;3;999;999;0;0;0;0;0;99;0;0;0;0;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;5156;028;010;01;05;06;02;2;0;0;0;0;0;0;2;23;5;3;0,3;0;2;3;3;999;999;0;0;0;0;0;99;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;5156;028;011;01;06;05;03;2;0;0;0;0;0;0;1;11;8;2;0,1;0;1;1;1;998;998;1;7;2;0;98;98;0;0;1;3;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5156;033;001;01;05;06;02;2;6;0;0;0;0;0;6;60;16;6;5,9;3;2;6;3;10;5;1;4;2;0;0;2;0;0;0;3;1;31;02;  ;  ;  ;  ;2; ; ;02
AE;5156;035;001;01;06;05;03;1;2;0;5;2;0;0;2;34;17;7;4,1;3;2;2;3;11;6;1;4;2;4;0;2;0;0;0;3;1;31;04;  ;  ;  ;  ;2; ; ;08
AE;5160;012;001;01;05;06;01;2;2;0;0;0;0;0;6;25;16;4;1,7;0;1;8;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5170;039;001;01;05;;02;2;3;4;0;2;0;0;2;36;24;6;5,5;0;1;2;3;13;5;1;4;2;1;0;1;0;0;0;3;4;31;31;  ;  ;  ;  ;0; ; ;21
AE;5170;039;002;01;05;06;02;2;3;0;0;0;0;0;9;28;14;6;2;0;4;9;7;999;999;0;0;0;0;98;98;8;6;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;24
AE;5300;021;001;01;05;06;02;2;6;0;0;0;0;0;1;28;18;6;2,5;0;1;1;3;7;6;3;1;2;0;99;99;0;0;1;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5300;021;002;01;11;;16;4;8;0;5;3;7;2;9;17;15;3;0,6;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;5413;012;001;01;05;;02;2;7;4;1;2;0;0;1;58;46;17;37,3;0;1;1;2;19;10;1;4;2;2;99;2;5;3;1;7;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5413;013;001;01;06;05;10;2;2;0;0;0;0;0;2;35;18;5;3,4;0;2;4;3;999;999;0;0;0;0;99;3;0;0;0;0;3;31;31;  ;  ;  ;  ;0; ; ;22
AE;5413;014;002;01;06;05;03;1;2;0;0;0;0;0;2;30;13;3;1,7;3;2;4;3;999;999;0;0;0;0;0;3;0;0;0;0;1;31;13;12;  ;  ;  ;2; ; ;03
AE;5413;029;001;01;11;;16;4;8;0;5;3;0;0;6;20;15;4;0,9;2;1;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;5413;030;001;01;06;05;02;1;2;0;0;0;0;0;2;38;12;3;1,3;0;2;2;4;5;3;1;4;2;0;99;3;0;0;0;3;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;5413;031;001;01;06;05;03;2;3;0;1;2;0;0;3;38;21;4;3,3;3;1;5;4;11;5;1;2;1;1;99;1;0;0;2;3;4;06;  ;  ;  ;  ;  ;0; ; ;09
AE;5413;051;001;01;06;05;02;1;4;0;1;2;0;0;6;63;27;6;12,5;0;2;8;4;999;999;0;0;0;1;0;3;0;0;0;0;3;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5413;052;001;01;06;05;11;2;3;0;0;0;0;0;6;22;13;4;1,2;0;2;6;3;7;3;1;1;2;0;1;1;0;0;0;1;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5413;053;001;01;06;05;02;1;7;0;0;0;0;0;6;66;23;5;7,3;3;2;6;4;10;4;4;1;2;0;0;2;0;0;0;3;1;12;31;13;31;05;  ;2;3;B;03
AE;5413;054;001;01;06;05;03;1;7;0;0;0;0;0;2;58;21;7;10,3;3;2;8;4;999;999;0;0;0;0;0;3;0;0;0;0;1;13;06;  ;  ;  ;  ;2; ; ;03
AE;5602;015;001;01;11;;16;4;8;0;5;3;4;2;9;21;12;6;0,7;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;5614;017;001;01;05;06;02;2;2;0;0;0;0;0;2;24;18;5;2,8;0;2;2;4;10;5;1;1;2;0;99;99;0;0;0;3;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5787;015;001;01;11;;16;4;0;0;5;3;7;3;9;10;9;2;0,2;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;5800;069;001;01;03;06;03;1;0;0;0;0;0;0;2;72;19;6;8,9;0;2;4;4;999;999;0;0;0;0;0;4;0;0;0;0;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;5800;074;001;01;05;06;02;2;3;0;0;0;0;0;2;43;26;6;6,9;3;2;2;3;8;4;1;1;2;0;99;2;0;0;0;3;1;31;13;04;  ;  ;  ;0; ; ;03
AE;5801;052;001;01;06;05;02;1;7;0;0;0;0;0;6;46;24;7;7,1;3;2;8;4;999;999;0;0;0;0;0;2;0;0;0;0;1;31;04;31;12;09;31;2;2; ;04
AE;5801;053;001;01;07;;02;3;0;0;0;0;0;0;2;40;20;4;3,6;0;2;4;3;999;999;0;0;0;0;0;4;0;0;0;0;3;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;5825;006;001;01;05;06;02;2;7;0;0;0;0;0;6;40;20;3;1,8;3;1;8;3;999;999;0;0;0;0;0;1;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;5825;030;001;01;05;06;02;2;7;0;0;0;0;0;6;21;15;4;1,3;4;1;8;5;999;999;0;0;0;0;98;98;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;5825;031;001;01;05;;02;2;0;4;1;2;0;0;6;24;15;2;0,8;3;1;8;3;999;999;0;0;0;2;0;98;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;5825;047;001;01;06;;02;2;2;2;0;1;0;0;1;60;20;5;6,4;0;2;1;3;11;5;1;1;2;1;2;1;0;0;1;3;1;31;38;  ;  ;  ;  ;0; ; ;22
AE;5825;048;001;01;05;;02;2;0;4;0;2;0;0;2;46;14;4;2,6;0;2;2;4;7;2;1;1;2;1;0;2;0;0;0;3;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5857;015;001;01;03;06;08;2;0;0;0;0;0;0;2;9;9;2;0,1;0;1;3;3;999;999;0;0;0;0;0;99;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5912;006;001;01;11;;16;4;0;0;0;0;1;5;6;43;26;6;8,6;3;2;8;3;999;999;0;0;0;0;0;3;0;0;0;0;0;09;09;31;  ;  ;  ;0; ; ;11
AE;5912;010;002;01;01;;03;3;1;0;0;0;0;0;2;28;16;8;3,1;0;2;2;3;12;8;5;1;2;0;0;2;0;0;0;1;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;5912;024;001;01;06;05;03;2;2;0;0;0;0;0;6;34;24;5;4,9;3;2;8;3;999;999;0;0;0;0;0;2;0;0;0;0;1;04;31;31;  ;  ;  ;2; ; ;08
AE;5912;024;003;01;06;;16;2;0;3;0;1;0;0;3;20;6;4;0,7;0;1;4;7;999;999;0;0;0;2;0;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;5912;028;001;01;01;;03;3;2;0;0;0;0;0;2;36;17;8;4,3;0;2;3;3;999;999;0;0;0;0;0;2;0;0;3;0;2;31;  ;  ;  ;  ;  ;2; ; ;22
AE;5912;028;002;01;06;05;04;2;0;0;1;2;0;0;6;32;17;5;2,9;0;1;8;6;999;999;0;0;0;1;0;1;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
