"FBG_1","FBG_3","FBG_4","FBG_5","FBG_6","FB1_17","FB1_18","FB1_19","FB1_20","FB1_21","FB1_22","FB1_24","FB1_25","FB1_26","FB1_27","FB1_28","FB1_29","FB1_30","FB1_32","FB1_33","FB2_35","FB2_38","FB2_45","FB2_46","FB2_44","FB2_42","FB2_52","FB1_23","FB2_54","FB2_55","FB2_56","FB2_57","FB2_53","FB2_58","IGerM","FB1_16","FB2_43","FB2_49","FB2_51","FB2_59","FB2_60"
"AE","1599","13","1","1","16",4,18,0,5,3,7,2,9,30,23,11,6,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","1668","20","1","1","2",2,12,0,0,0,0,0,2,26,17,5,2.9,0,2,2,3,10,3,1,5,0,1,99,99,0,0,"0",1,"22","0506",999,0,0,"","0"
"AE","1668","20","2","1","2",3,17,4,0,2,0,0,1,59,51,27,54,3,1,1,3,28,8,1,1,0,1,1,1,5,3,"7",9,"9","05",999,9,4,"310631","2"
"AE","1720","13","1","1","3",2,0,0,0,0,0,0,2,22,13,6,1.2,0,1,3,0,999,999,0,0,1,1,1,99,0,0,"3",1,"21","0605",999,1,1,"","0"
"AE","1730","16","1","1","3",2,0,0,0,0,0,0,3,29,17,8,3.6,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0105",999,1,1,"","0"
"AE","1731","14","1","1","3",1,16,0,0,0,0,0,3,28,24,6,4.2,3,1,4,0,999,999,0,0,1,1,0,2,0,0,"0",0,"7","0605",999,1,1,"05","0"
"AE","1731","14","2","1","16",4,18,0,5,3,7,2,9,27,18,8,2.9,0,1,8,0,999,999,0,0,1,4,0,1,0,0,"0",0,"21","11",999,1,1,"","0"
"AE","1731","14","3","1","16",4,18,3,5,3,4,5,6,13,10,5,0.4,0,1,7,0,999,999,0,0,1,4,98,98,0,0,"3",0,"21","11",999,1,1,"","0"
"AE","1739","16","1","1","2",2,13,0,0,0,0,0,1,35,27,6,4.8,1,1,2,3,8,5,5,3,0,1,0,2,0,0,"0",1,"7","0506",999,9,9,"0531","0"
"AE","1774","17","1","1","3",1,12,0,0,0,0,0,1,39,30,10,11.1,3,1,1,3,21,10,1,4,0,1,0,2,0,0,"3",0,"7","0306",999,0,0,"05","0"
"AE","1801","10","1","1","3",1,0,0,0,0,0,0,6,40,18,6,4.5,3,2,8,4,999,999,0,0,1,1,0,2,0,0,"0",0,"3","0806",999,1,1,"1331040632","2B"
"AE","1801","26","1","1","1",3,16,4,0,2,0,0,1,38,35,15,15.9,0,1,3,3,999,999,0,0,1,1,0,2,0,0,"5",3,"21","05",999,1,1,"31","0"
"AE","1801","26","2","1","2",3,17,0,0,0,0,0,1,55,24,19,19.3,0,1,1,3,998,998,1,5,0,1,1,99,2,3,"7",9,"21","0506",999,0,4,"","0"
"AE","1801","26","3","1","2",2,0,3,0,1,0,0,6,36,22,6,5.6,0,2,4,0,999,999,0,0,1,2,0,2,0,0,"0",0,"22","0506",999,1,1,"31","0"
"AE","1801","26","4","1","2",3,13,0,0,0,0,0,6,45,28,26,39,3,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"19","0506",999,NA,NA,"15","0"
"AE","1858","28","1","1","2",2,16,4,0,2,0,0,3,53,34,15,29,0,1,2,1,998,998,1,1,0,1,1,1,2,3,"0",9,"21","05",999,0,0,"","0"
"AE","1871","31","1","1","3",1,0,0,5,2,0,0,2,28,24,6,4.5,0,1,2,2,13,5,1,5,0,4,0,98,0,0,"0",0,"21","0605",999,9,9,"","0"
"AE","1907","15","1","1","16",2,13,0,1,2,1,4,6,25,18,6,2.8,2,2,4,0,999,999,0,0,1,2,0,1,0,0,"0",1,"2","11",999,1,1,"020631","0"
"AE","1907","18","1","1","7",2,0,4,2,1,0,0,1,42,11,7,3.2,0,2,1,4,7,4,1,4,0,1,0,99,0,0,"7",1,"22","06",999,9,9,"","0"
"AE","1907","18","2","1","2",2,16,0,0,0,0,0,3,30,21,6,3.7,0,1,3,0,999,999,0,0,1,1,0,1,0,0,"3",0,"21","0506",999,1,1,"31","0"
"AE","1907","33","1","1","4",1,0,0,0,0,0,0,2,47,31,8,16,0,2,4,0,999,999,0,0,1,1,0,4,0,0,"0",1,"22","0306",999,1,1,"3131","2"
"AE","1907","49","1","1","3",1,14,0,0,0,0,0,6,30,27,6,4.8,0,2,6,3,5,3,1,5,0,1,99,2,0,0,"0",0,"22","0605",999,0,0,"","0"
"AE","1907","49","2","1","2",2,16,0,0,0,0,0,1,27,23,3,1.8,0,3,9,0,999,999,0,0,1,1,98,98,0,0,"0",0,"24","0506",999,1,1,"","0"
"AE","1907","49","3","1","2",2,0,3,0,1,0,0,6,25,13,6,2.2,0,1,6,2,8,3,1,3,0,2,99,0,0,0,"0",9,"21","06",999,0,0,"","0"
"AE","1907","49","4","1","4",2,12,4,0,1,0,0,3,23,22,9,4.1,0,1,3,0,999,999,0,0,1,1,0,99,7,6,"7",1,"21","06",999,1,1,"","0"
"AE","1907","49","5","1","2",3,0,4,0,2,0,0,6,22,20,6,3.3,3,2,3,3,999,999,0,0,1,1,0,99,0,0,"5",1,"9","05",999,1,1,"3106310931","22"
"AE","1907","84","1","1","3",1,14,4,0,2,0,0,1,47,28,7,6.9,0,1,1,3,14,7,1,4,0,1,1,1,0,0,"3",4,"21","05",999,0,0,"3131","0"
"AE","1907","84","2","1","3",2,15,4,2,2,0,0,1,37,20,9,6.4,0,1,1,4,18,9,5,1,0,1,2,99,0,0,"5",1,"21","05",999,0,0,"","0"
"AE","1907","84","3","1","2",2,0,0,0,0,6,2,9,34,27,5,4.3,0,2,6,4,12,2,1,3,0,1,99,98,0,0,"0",0,"22","11",999,9,9,"","0"
"AE","1907","84","4","1","2",3,17,0,0,0,0,0,6,28,22,6,4.2,3,2,2,3,10,6,1,4,0,1,1,2,0,0,"0",1,"9","0506",999,4,4,"310631","2"
"AE","1907","84","5","1","3",2,13,0,1,2,0,0,3,20,19,6,2.8,2,2,6,6,12,4,1,5,0,1,0,99,0,0,"0",3,"9","0605",999,0,4,"0631","0"
"AE","1962","6","1","1","2",2,16,4,0,1,0,0,2,41,17,4,2.7,0,2,4,4,999,999,0,0,1,1,0,2,8,6,"0",0,"22","06",999,1,1,"","0"
"AE","1967","14","1","1","16",4,18,0,5,3,4,2,6,24,20,8,3.9,0,1,6,3,14,6,1,9,9,4,98,99,0,0,"0",0,"21","11",999,9,9,"","0"
"AE","1967","14","2","1","3",2,12,0,1,2,0,0,1,28,17,8,4.3,0,1,1,4,17,15,3,4,4,1,0,99,0,0,"5",4,"21","0605",999,4,4,"","0"
"AE","1967","14","3","1","10",2,0,0,0,0,0,0,2,40,19,5,4.3,3,2,4,3,999,999,0,0,1,1,0,3,0,0,"0",1,"4","0605",999,1,1,"12311231","22"
"AE","1967","14","4","1","16",4,0,0,5,3,4,4,6,22,14,4,1.1,4,2,8,0,999,999,0,0,1,4,98,98,0,0,"0",0,"1","11",999,1,1,"01","0"
"AE","1967","39","1","1","16",4,0,0,5,3,7,4,9,36,28,10,11.1,4,1,6,3,998,998,6,9,0,4,98,98,0,0,"0",0,"8","11",999,9,9,"04","0"
"AE","1967","39","2","1","16",4,18,0,5,3,7,2,9,12,10,5,0.4,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"25","11",999,1,1,"","0"
"AE","1967","39","3","1","16",4,18,0,5,3,7,2,9,9,8,3,0.2,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","1967","39","4","1","2",2,17,0,0,0,0,0,6,28,23,5,3.1,2,2,6,3,8,3,1,3,0,1,1,1,0,0,"0",1,"8","0506",999,0,0,"3104","2"
"AE","1967","43","1","1","7",2,0,0,2,2,0,0,6,50,30,6,8.7,0,2,6,3,9,5,1,3,0,1,99,2,0,0,"0",1,"22","0306",999,0,4,"31","0"
"AE","1976","6","1","1","2",3,17,0,1,3,0,0,6,66,13,7,6.6,3,2,8,3,999,999,0,0,1,1,0,3,0,0,"0",1,"9","0506",999,1,1,"063131314438","0"
"AE","1978","6","1","1","1",3,17,0,0,0,0,0,2,44,16,6,5.7,3,2,6,4,9,5,1,3,0,1,0,3,0,0,"0",1,"9","0506",999,9,9,"06313138","0"
"AE","2001","24","1","1","10",2,13,4,1,3,0,0,6,35,30,9,5.2,0,1,2,5,24,9,1,5,0,2,99,99,0,0,"0",1,"21","03",999,0,4,"","0"
"AE","2001","24","2","1","3",2,13,4,0,2,0,0,2,52,26,6,10.1,3,2,2,3,8,4,1,4,0,2,1,99,0,0,"0",1,"3","0305",999,0,4,"13143105","22"
"AE","2001","24","3","1","3",2,13,0,0,0,0,0,6,39,19,4,3.6,3,2,6,4,15,4,1,3,0,1,0,2,0,0,"0",0,"4","0605",999,9,9,"3112","0"
"AE","2001","24","4","1","16",4,18,0,5,3,4,4,6,33,26,7,5.1,1,2,8,0,999,999,0,0,1,4,98,98,0,0,"0",0,"8","11",999,1,1,"04","0"
"AE","2001","24","5","1","4",2,0,0,0,0,0,0,2,21,17,5,2.2,3,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"8","0306",999,1,1,"043131","0"
"AE","2001","24","6","1","16",4,18,0,5,3,7,2,9,23,21,7,2.2,0,1,9,0,998,998,6,9,9,4,98,98,0,0,"0",0,"21","11",999,1,1,"","0"
"AE","2001","24","7","1","16",4,18,0,5,3,7,2,9,19,15,5,2.3,0,1,8,0,999,999,0,0,1,4,98,98,0,0,"0",0,"21","11",999,1,1,"","0"
"AE","2004","13","1","1","2",2,0,4,2,1,0,0,1,34,26,10,10,0,3,9,0,999,999,0,0,1,2,98,98,0,0,"0",0,"24","06",999,1,1,"","0"
"AE","2013","35","1","1","10",2,0,4,0,1,0,0,6,32,26,7,4.3,0,2,2,2,16,5,1,4,0,2,0,99,0,0,"0",9,"22","06",999,0,4,"","0"
"AE","2033","6","1","1","3",2,12,0,0,0,0,0,2,35,27,12,9.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","0605",999,1,1,"31","0"
"AE","2079","6","1","1","2",2,13,0,0,0,0,0,1,14,14,2,0.6,0,1,1,0,8,2,1,3,0,1,98,98,0,0,"0",0,"21","0506",999,9,9,"","0"
"AE","2099","19","1","1","3",1,13,0,0,2,0,0,6,55,41,17,40.9,3,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"11","0605",999,1,1,"0931","0"
"AE","2118","24","1","1","11",1,0,4,1,2,0,0,1,32,20,7,4.6,0,1,1,1,17,6,1,5,0,2,0,99,0,0,"5",0,"21","02",999,0,4,"","0"
"AE","2180","14","1","1","16",4,18,0,5,3,7,2,9,31,28,9,7.3,0,1,8,0,999,999,0,0,1,4,98,98,0,0,"0",0,"21","11",999,1,1,"","0"
"AE","2180","20","1","1","2",2,11,0,0,0,0,0,2,36,17,6,2.6,0,1,2,1,18,6,1,4,0,1,99,99,0,0,"0",0,"21","0506",999,0,4,"31","0"
"AE","2180","20","2","1","2",2,16,0,0,0,0,0,6,20,17,3,1.3,2,2,8,3,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","2180","20","3","1","2",2,17,0,0,0,0,0,2,45,18,5,4,3,2,4,4,999,999,0,0,1,1,0,3,0,0,"0",1,"7","0506",999,1,1,"05","0"
"AE","2180","20","4","1","4",2,0,0,0,0,0,0,2,22,14,4,1.1,0,2,2,3,8,4,3,3,0,1,1,99,0,0,"0",0,"22","0605",999,9,9,"","0"
"AE","2180","20","5","1","16",4,18,0,5,3,7,2,9,36,27,10,8,0,1,9,0,999,999,6,9,9,4,98,98,0,0,"3",0,"21","11",999,9,9,"","0"
"AE","2181","6","1","1","2",2,11,0,0,0,0,0,3,17,12,5,1.2,3,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",1,"8","0506",999,1,1,"310431","2"
"AE","2194","6","1","1","2",2,0,0,0,0,0,0,1,35,24,5,3.4,0,1,1,3,9,4,1,3,4,1,0,1,0,0,"3",0,"21","0506",999,0,4,"","0"
"AE","2225","6","1","1","4",2,16,0,1,3,0,0,1,42,20,18,15.1,4,1,1,4,14,4,1,999,0,1,99,3,0,0,"5",1,"11","0605",3,0,4,"3109","0"
"AE","2225","18","1","1","16",4,0,0,0,0,5,2,9,14,10,4,0.8,0,2,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","11",999,1,1,"","0"
"AE","2225","18","2","1","3",1,15,0,0,0,0,0,6,18,15,4,1.2,0,2,4,3,999,999,0,0,1,1,0,2,0,0,"0",0,"22","0605",999,1,1,"","0"
"AE","2225","18","3","1","2",2,13,0,0,0,0,0,2,31,22,6,4.8,1,2,2,3,13,4,3,5,0,1,1,1,0,0,"0",1,"8","0506",999,0,4,"3104","2"
"AE","2347","6","1","1","2",2,17,0,1,2,0,0,3,25,21,5,2.4,0,2,2,3,17,5,1,3,0,2,0,99,0,0,"0",1,"22","0506",999,0,4,"","0"
"AE","2347","6","2","1","4",2,14,4,0,3,0,0,2,23,22,4,2.3,3,1,4,0,999,999,0,0,1,2,0,1,0,0,"0",1,"7","0605",999,1,1,"05","0"
"AE","2350","15","1","1","16",4,18,0,5,3,8,2,6,32,25,10,6.1,0,1,6,3,9,6,3,3,9,4,98,98,0,0,"0",4,"21","11",999,9,9,"","0"
"AE","2350","15","2","1","16",4,18,0,5,3,7,2,6,24,15,3,1.4,0,1,7,0,999,999,0,0,1,4,98,98,0,0,"3",0,"21","11",999,1,1,"","0"
"AE","2412","17","1","1","16",4,18,0,4,3,7,2,6,17,15,4,0.7,0,2,7,0,999,999,0,0,1,4,98,98,0,0,"3",0,"22","11",999,1,1,"","0"
"AE","2412","17","2","1","3",1,0,0,1,2,0,0,6,21,19,4,1.4,0,2,7,3,999,999,0,0,1,1,0,99,0,0,"3",1,"22","0605",999,1,1,"","0"
"AE","2412","46","1","1","10",2,0,0,0,0,0,0,3,18,17,4,1.1,0,2,4,6,999,999,0,0,1,1,0,99,8,6,"0",0,"22","0306",999,1,1,"31","0"
"AE","2412","46","2","1","3",1,0,0,0,0,0,0,1,18,13,6,1,0,1,5,5,998,998,5,999,0,1,98,98,0,0,"3",0,"21","0605",3,9,9,"","0"
"AE","2435","8","1","1","3",2,13,4,2,2,0,0,1,32,21,5,3,0,1,1,4,8,3,1,4,0,1,0,2,0,0,"3",1,"21","05",999,9,9,"31","0"
"AE","2435","14","1","1","3",1,0,0,0,0,0,0,1,29,17,6,2.4,0,1,1,4,11,5,1,3,0,1,0,1,0,0,"3",7,"21","0605",999,0,4,"","0"
"AE","2437","6","1","1","2",2,12,4,0,2,0,0,6,33,21,9,6.1,0,1,7,1,999,999,0,0,1,2,0,99,0,0,"3",0,"21","05",999,1,1,"","0"
"AE","2465","14","1","1","3",2,16,0,0,2,0,0,2,32,19,4,2.5,0,1,2,5,13,2,1,999,0,4,0,0,0,0,"0",0,"21","0605",3,0,0,"","0"
"AE","2465","14","2","1","8",2,0,2,2,1,0,0,6,35,25,9,8.4,3,4,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"11","06",999,1,1,"09","0"
"AE","2469","39","1","1","3",1,12,0,1,2,0,0,2,41,25,10,11.4,0,2,2,4,17,10,1,4,0,1,0,99,3,1,"0",0,"22","0605",999,0,4,"31","0"
"AE","2493","13","1","1","3",2,13,0,1,2,0,0,2,46,40,10,18.1,3,1,2,6,25,8,1,3,0,2,0,1,0,0,"0",1,"8","0306",999,0,0,"3104","2"
"AE","2559","9","1","1","2",2,12,0,0,0,0,0,6,34,20,6,3.4,0,1,6,5,12,5,1,3,0,1,0,1,0,0,"0",9,"21","0506",999,0,4,"","0"
"AE","2569","11","1","1","2",2,12,0,0,0,0,0,2,41,36,12,20.4,3,1,4,4,999,999,0,0,1,1,0,99,0,0,"0",3,"7","0506",999,1,1,"160905","2B"
"AE","2569","11","2","1","3",1,16,0,0,0,0,0,3,27,24,6,4.2,0,1,5,5,13,6,1,3,0,1,1,99,0,0,"3",9,"21","0605",999,0,0,"","0"
"AE","2569","11","3","1","3",1,14,0,0,0,0,0,2,20,15,4,1.4,0,2,2,4,6,2,1,3,0,1,0,99,0,0,"0",1,"22","0605",999,9,9,"3131","0"
"AE","2569","11","4","1","2",2,12,0,1,2,0,0,1,40,20,10,5.2,0,1,1,2,16,4,1,9,9,1,99,0,1,3,"3",1,"21","0506",999,4,0,"31","0"
"AE","2569","11","5","1","2",2,12,2,5,1,0,0,1,36,30,16,15.4,0,1,1,4,998,998,1,1,0,1,0,1,0,0,"7",9,"21","06",999,0,0,"3131","2"
"AE","2569","11","6","1","3",2,16,0,5,2,0,0,9,48,46,39,107.9,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","0605",999,NA,NA,"15","0"
"AE","2575","19","1","1","2",2,14,0,0,0,0,0,1,15,9,2,0.2,0,1,1,4,6,2,1,999,0,1,0,99,0,0,"3",1,"21","0506",3,9,9,"","0"
"AE","2588","6","1","1","2",2,12,2,1,1,0,0,6,32,18,10,4.5,0,1,8,0,999,999,0,0,1,3,0,0,0,0,"0",0,"21","06",999,1,1,"31","0"
"AE","2600","7","1","1","2",2,17,0,0,0,0,0,2,45,39,8,9.6,0,1,4,2,999,999,0,0,1,1,99,1,0,0,"0",9,"21","0506",999,1,1,"","0"
"AE","2600","7","2","1","3",1,0,0,0,0,0,0,6,27,20,7,3.3,0,1,6,2,11,4,1,3,9,1,98,98,0,0,"0",0,"21","0605",999,0,0,"","0"
"AE","2600","7","3","1","3",2,18,4,1,3,0,0,9,60,58,57,293.3,3,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"19","0605",999,1,1,"15","0"
"AE","2600","32","1","1","16",2,0,0,5,3,5,5,2,25,14,9,2.4,0,1,3,0,999,999,0,0,1,4,0,2,0,0,"3",1,"21","11",999,1,1,"31","0"
"AE","2600","32","2","1","2",2,16,4,2,2,0,0,1,46,27,13,16.3,0,1,1,4,15,7,5,1,4,2,1,99,0,0,"3",1,"21","05",999,4,0,"","0"
"AE","2600","32","3","1","2",2,14,3,0,3,0,0,1,19,17,6,1.6,0,1,1,5,5,2,1,5,0,1,99,99,0,0,"3",4,"21","0506",999,0,4,"","0"
"AE","2600","32","4","1","2",2,17,4,1,2,0,0,6,39,33,9,10.3,1,1,2,2,9,5,1,1,0,1,0,1,0,0,"0",4,"9","05",999,4,4,"3106","2"
"AE","2600","32","5","1","2",2,12,4,1,2,0,0,3,39,33,10,10.2,3,1,2,2,12,5,1,3,0,1,0,2,0,0,"0",1,"8","05",999,0,0,"3104","2"
"AE","2600","32","6","1","2",2,16,0,0,0,0,0,6,30,20,5,3.1,3,2,6,3,11,4,1,5,0,1,0,2,0,0,"0",2,"7","0506",999,0,0,"0605","0"
"AE","2600","32","7","1","3",3,0,0,0,0,0,0,2,21,17,8,2.6,3,2,4,2,999,999,0,0,1,1,0,99,0,0,"0",0,"8","01",999,1,1,"04","0"
"AE","2600","32","8","1","2",3,17,0,1,2,0,0,2,40,27,7,4.9,0,2,2,3,15,7,1,1,0,1,99,2,0,0,"0",1,"22","0506",999,0,0,"31","0"
"AE","2600","32","9","1","16",4,18,0,5,3,7,2,9,14,12,4,0.6,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","2600","32","10","1","16",4,18,0,5,3,7,2,9,15,10,4,0.4,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","2600","32","11","1","16",4,18,0,5,3,7,2,9,9,6,6,0.2,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","2600","32","12","1","4",2,12,0,1,2,0,0,9,66,35,25,52.7,4,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"999","0605",999,1,1,"19","0"
"AE","2615","37","1","1","3",1,0,4,3,1,0,0,2,47,34,19,32,3,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"11","06",999,1,1,"0931","0"
"AE","2617","7","1","1","3",1,14,0,1,2,0,0,6,54,43,27,59.7,3,1,6,4,22,8,1,5,4,1,99,99,0,0,"0",0,"999","0605",999,0,0,"1910101116","0"
"AE","2652","7","1","1","2",2,17,0,0,0,0,0,6,38,26,9,11.1,1,1,4,3,999,999,0,0,1,1,0,2,0,0,"0",9,"8","0506",999,1,1,"3104111606","0"
"AE","2652","7","2","1","2",3,13,0,1,2,0,0,6,40,22,5,4.1,1,2,8,4,999,999,0,0,1,2,0,2,0,0,"0",1,"8","0506",999,1,1,"310431","2"
"AE","2704","14","1","1","2",2,12,3,1,2,0,0,2,29,27,7,5.2,3,1,2,3,11,6,1,4,0,1,99,99,0,0,"0",4,"9","0506",999,0,4,"06","0"
"AE","2704","22","1","1","3",1,17,0,0,0,0,0,1,21,19,6,2,0,1,1,2,998,998,1,999,0,1,0,99,0,0,"3",9,"21","0605",2,0,0,"","0"
"AE","2716","8","1","1","2",2,12,0,0,0,0,0,6,18,17,6,2,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0506",999,1,1,"","0"
"AE","2724","19","1","1","2",2,0,4,0,2,0,0,1,46,38,14,20.1,0,1,1,5,39,14,1,3,4,3,0,0,0,0,"0",0,"21","05",999,4,0,"","0"
"AE","2724","19","2","1","3",1,0,2,0,1,0,0,3,24,21,9,4.7,3,1,6,2,13,10,1,1,0,2,0,1,0,0,"0",7,"7","06",999,0,0,"05","0"
"AE","2724","19","3","1","2",2,12,0,0,0,0,0,6,22,10,5,1.3,0,2,8,3,999,999,0,0,1,1,0,2,0,0,"0",0,"22","0506",999,1,1,"33","0"
"AE","2745","31","1","1","2",2,12,0,0,0,0,0,2,17,17,5,1.7,3,2,4,4,999,999,0,0,1,1,0,99,0,0,"0",1,"8","0506",999,1,1,"0431","0"
"AE","2881","7","1","1","16",2,16,0,1,2,0,0,3,31,28,7,7.3,0,2,2,6,8,3,1,1,0,1,99,2,0,0,"0",1,"22","0605",999,4,0,"31","0"
"AE","2926","8","1","1","2",2,12,0,0,0,0,0,6,14,13,4,0.8,0,2,4,3,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0506",999,1,1,"","0"
"AE","2926","8","2","1","2",2,0,0,0,0,0,0,1,24,14,2,0.7,0,1,1,3,7,3,1,3,0,1,0,1,0,0,"3",0,"21","0506",999,0,0,"","0"
"AE","2926","19","1","1","3",3,0,0,0,0,0,0,2,32,13,5,2.5,0,2,2,3,8,4,1,5,0,1,0,3,0,0,"0",1,"22","0306",999,0,4,"","0"
"AE","2926","19","2","1","11",2,13,2,1,1,0,0,1,31,23,8,5.4,0,1,1,2,11,6,1,1,0,1,0,2,0,0,"3",9,"21","06",999,0,4,"31","0"
"AE","2926","19","3","1","2",3,13,0,0,0,0,0,6,29,21,6,3.9,3,2,8,4,999,999,0,0,1,1,0,1,0,0,"0",1,"3","0506",999,1,1,"0613","0"
"AE","3053","13","1","1","2",2,14,0,0,0,0,0,6,20,17,3,1.7,0,2,4,4,999,999,0,0,1,1,0,99,0,0,"0",1,"22","0506",999,1,1,"31","0"
"AE","3143","18","1","1","3",1,0,0,0,0,0,0,2,22,15,4,1.4,0,1,5,5,14,4,1,3,0,1,0,99,0,0,"3",0,"21","0605",999,0,0,"","0"
"AE","3290","15","1","1","2",2,0,0,0,0,0,0,2,30,20,6,4,0,2,2,3,10,5,1,3,0,1,0,3,0,0,"0",1,"22","0506",999,9,9,"31","0"
"AE","3296","7","1","1","3",2,17,0,0,0,0,0,2,69,22,8,11,3,2,2,4,10,5,1,3,0,1,99,3,0,0,"0",1,"8","0605",999,0,0,"313104","0"
"AE","3296","29","1","1","2",2,11,0,0,0,0,0,2,41,20,5,3.6,0,1,4,3,999,999,0,0,1,1,0,3,0,0,"0",1,"21","0506",999,1,1,"","0"
"AE","3296","36","1","1","2",2,0,4,3,2,0,0,6,39,18,6,3.6,0,1,8,1,999,999,0,0,1,2,0,99,0,0,"0",2,"21","05",999,1,1,"","0"
"AE","3296","40","1","1","3",1,0,0,0,0,0,0,6,13,9,3,0.3,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0605",999,1,1,"","0"
"AE","3338","21","1","1","2",2,12,4,3,2,0,0,2,56,23,10,9.2,0,2,3,3,999,999,0,0,1,1,0,3,0,0,"7",4,"22","05",999,1,1,"","0"
"AE","3359","7","1","1","3",2,0,4,1,3,0,0,9,16,15,10,1.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","0206",999,1,1,"","0"
"AE","3359","7","2","1","2",2,0,0,0,0,0,0,1,21,16,1,0.4,0,1,1,4,8,2,1,999,0,1,98,98,0,0,"3",0,"21","0502",3,0,0,"","0"
"AE","3359","7","3","1","9",2,0,4,0,2,0,0,6,16,13,1,0.3,0,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",9,"21","0306",999,1,1,"","0"
"AE","3359","7","4","1","3",3,12,0,0,0,0,0,6,24,20,4,1.7,0,1,8,3,999,999,0,0,1,1,0,1,0,0,"0",9,"21","0501",999,1,1,"","0"
"AE","3359","7","5","1","3",2,12,0,0,0,0,0,6,21,16,3,0.8,0,1,8,0,999,999,0,0,1,1,98,99,0,0,"0",0,"21","0501",999,1,1,"","0"
"AE","3359","7","6","1","16",4,0,3,0,3,7,2,6,18,14,4,0.8,0,1,7,0,999,999,0,0,1,1,98,98,0,0,"5",0,"21","11",999,1,1,"","0"
"AE","3360","24","1","1","3",1,0,0,0,0,0,0,2,16,14,3,0.7,0,2,2,3,4,2,1,3,0,1,99,99,0,0,"0",0,"22","0206",999,0,4,"","0"
"AE","3364","16","1","1","16",4,0,0,2,3,0,0,9,12,9,5,0.4,0,1,3,0,999,999,0,0,1,4,98,98,0,0,"3",0,"21","11",999,1,1,"","0"
"AE","3365","14","1","1","2",2,0,0,0,0,0,0,6,18,12,3,0.6,0,2,6,3,6,3,1,5,0,1,0,99,0,0,"0",0,"22","0502",999,0,4,"","0"
"AE","3365","16","1","1","2",2,0,2,0,1,0,0,1,18,14,5,0.7,0,1,1,3,998,998,1,999,0,1,99,99,0,0,"3",9,"21","06",3,4,0,"","0"
"AE","3365","60","1","1","4",2,13,4,0,2,0,0,2,25,22,9,3.4,0,1,2,3,998,998,1,999,0,2,0,1,0,0,"0",2,"21","0305",3,0,0,"","0"
"AE","3365","65","1","1","10",2,12,4,2,2,0,0,1,32,24,10,5.3,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",9,"24","05",999,1,1,"","0"
"AE","3370","7","1","1","2",1,15,0,0,0,0,0,1,31,23,13,6.1,0,1,1,3,15,11,1,9,0,1,1,99,8,6,"3",1,"21","11",999,0,4,"","0"
"AE","3370","7","2","1","2",1,12,0,0,0,0,0,1,20,15,4,0.8,0,1,1,6,13,4,1,4,0,1,99,99,0,0,"5",1,"21","0502",999,0,4,"","0"
"AE","3370","7","3","1","2",1,0,0,0,0,0,0,2,19,10,2,0.3,0,1,4,0,999,999,0,0,1,1,98,98,0,0,"0",0,"21","0205",999,1,1,"","0"
"AE","3370","7","4","1","2",2,0,0,0,0,0,0,2,19,12,5,1,0,1,3,3,999,999,0,0,1,1,0,99,0,0,"3",7,"21","0506",999,1,1,"","0"
"AE","3370","7","5","1","2",2,0,4,0,2,0,0,1,11,6,2,0.1,0,1,1,3,4,2,1,3,0,2,0,99,0,0,"3",0,"21","05",999,0,0,"","0"
"AE","3370","7","6","1","2",2,0,0,0,0,0,0,2,15,10,2,0.2,0,1,3,4,999,999,0,0,1,1,0,99,0,0,"3",1,"21","0506",999,1,1,"","0"
